# UNIQUE PLAYERS: 208
1112: 199
1: 131,130,132,129,136
1: 134,131,132,136,133
1: 136,134,131,132,133
1: 130,129,134,132,136
1: 138,130,129,132,133
1: 129,135,130,138,139
1: 129,132,138,136,139
1: 131,133,132,134,137
1: 139,133,135,132,131
1: 136,138,130,129,133
1: 131,134,133,136,132
1: 131,132,133,139,138
1: 130,129,132,131,135
1: 129,134,131,137,136
1: 129,132,130,139,131
1: 129,130,137,139,138
1: 132,135,138,136,133
1: 138,132,133,131,129
1: 135,138,132,131,133
1: 129,130,135,139,137
1: 132,133,131,135,139
1: 129,130,135,132,131
1: 129,130,135,134,136
1: 131,132,139,135,133
1: 137,138,134,135,139
1: 129,139,136,138,130
1: 139,135,138,136,130
1: 130,139,129,136,138
1: 131,135,134,137,138
1: 136,138,133,132,131
1: 135,134,137,136,138
1: 139,135,129,130,136
1: 136,130,129,134,132
1: 134,137,129,130,138
1: 136,131,132,138,133
1: 129,139,136,133,130
1: 129,130,136,131,133
1: 137,135,130,139,138
1: 139,135,129,130,138
1: 131,129,133,132,130
1: 132,137,131,136
1: 138,136,139,131
1: 135,134,131,130
1: 135,129,131,132
1: 130,136,132,129
1: 130,136,132,133
1: 136,130,129,132
1: 129,139,130,136
1: 131,130,135,132
1: 129,135,139,137
1: 131,135,133,138
1: 134,136,137,138
1: 136,138,133,131
1: 134,136,135,139
1: 132,134,131,133
1: 132,134,131,137
1: 131,135,136,138
1: 131,132,138,134
1: 131,132,138,135
1: 137,139,135,136
1: 132,131,138,133
1: 132,131,138,129
1: 131,134,129,130
1: 133,129,139,131
1: 138,129,130,137
1: 138,129,130,131
1: 135,139,133,131
1: 136,130,132,129
1: 135,132,130,136
1: 136,130,132,134
1: 129,138,135,137
1: 138,137,135,129
1: 134,133,132,131
1: 129,136,135,131
1: 132,137,133,131
1: 134,137,139,136
1: 136,129,130,133
1: 129,134,130,132
1: 136,139,135,132
1: 136,139,135,137
1: 135,132,133,139
1: 134,137,130,136
1: 135,133,131,129
1: 131,133,136,129
1: 135,132,131,129
1: 136,133,130,132
1: 132,138,133,131
1: 129,138,133,136
1: 131,133,132,134
1: 135,137,131,132
1: 136,131,129,130
1: 133,135,129,134
1: 130,135,129,136
1: 135,137,139,136
1: 132,129,133,136
1: 133,136,135,132
1: 135,139,129,131
1: 132,131,134,129
1: 129,136,132,131
1: 132,135,133,138
1: 132,135,139,131
1: 132,135,139,129
1: 129,130,131,139
1: 132,129,136,131
1: 135,131,133,139
1: 129,138,139,136
1: 133,131,132,135
1: 133,131,132,130
1: 134,139,130,138
1: 133,130,136,139
1: 134,136,138,137
1: 134,135,136,137
1: 131,129,137,139
1: 130,131,129,133
1: 134,139,136,129
1: 129,130,139,132
1: 132,133,131,137
1: 131,136,129,133
1: 138,134,132,133
1: 137,138,136,134
1: 136,135,134,131
1: 130,129,131,133
1: 129,130,139,134
1: 129,135,131,138
1: 130,135,129,132
1: 135,133,132,137
1: 135,133,132,131
1: 129,134,136,137
1: 134,131,138,136
1: 137,129,134,136
1: 131,130,132,135
1: 132,134,129,139
1: 131,132,136,135
1: 138,135,139,129
1: 132,138,131,133
1: 130,129,136,131
1: 130,129,136,134
1: 134,131,132,137
1: 132,134,131,130
1: 132,136,131,129
1: 134,137,135,129
1: 131,139,137,136
1: 129,136,135,130
1: 131,129,136,138
1: 129,133,131,135
1: 129,139,130,133
1: 129,130,132,135
1: 129,138,132,130
1: 129,130,134,131
1: 129,131,132,139
1: 139,130,129,135
1: 135,132,129,131
1: 131,139,136,133
1: 132,135,131,138
1: 135,132,129,139
1: 129,131,132,134
1: 129,130,132,134
1: 129,133,130,134
1: 133,136,129,132
1: 130,138,136,139
1: 129,136,133,134
1: 132,135,138,131
1: 129,133,135,130
1: 130,132,131,134
1: 129,137,136,132
1: 131,137,132,138
1: 136,131,130,129
1: 139,135,129,131
1: 131,133,135,136
1: 131,133,135,138
1: 139,133,131,138
1: 129,138,130,137
1: 134,131,138,129
1: 129,132,135,138
1: 134,131,138,132
1: 129,133,130,131
1: 129,139,130,135
1: 134,131,138,139
1: 139,135,131,130
1: 139,135,132,131
1: 139,129,135,134
1: 130,129,135,134
1: 131,134,133,132
1: 131,134,133,137
1: 131,133,139,135
1: 131,133,139,129
1: 139,135,131,132
1: 135,130,138,129
1: 139,129,134,135
1: 138,129,135,139
1: 135,138,129,130
1: 134,130,136,129
1: 135,129,134,137
1: 135,129,139,136
1: 136,133,137,134
1: 132,130,136,135
1: 133,132,137,131
1: 129,135,134,131
1: 131,135,136,133
1: 131,133,138,132
1: 134,138,129,133
1: 134,138,137,136
1: 131,133,135,132
1: 129,139,138,132
1: 129,137,131,130
1: 129,131,130,135
1: 136,134,137,131
1: 136,139,132,138
1: 129,139,135,136
1: 136,130,129,133
1: 130,129,138,134
1: 136,137,134,135
1: 139,129,138,136
1: 129,132,138,139
1: 131,129,132,136
1: 129,134,137,132
1: 131,138,132,136
1: 135,132,139,133
1: 129,138,130,136
1: 131,133,138,136
1: 131,139,135,138
1: 134,137,136,138
1: 133,136,130,131
1: 129,133,138,139
1: 135,132,129,138
1: 137,131,132,133
1: 137,131,132,134
1: 130,129,135,136
1: 133,130,139,136
1: 135,138,136,134
1: 131,137,133,136
1: 132,137,135,138
1: 130,133,129,139
1: 132,131,134,136
1: 139,136,132,135
1: 139,133,134,129
1: 134,136,132,131
1: 130,138,135,136
1: 136,138,139,135
1: 134,139,138,132
1: 130,139,129,134
1: 129,139,131,132
1: 129,139,131,135
1: 134,136,130,129
1: 135,133,129,139
1: 135,138,131,132
1: 135,133,129,131
1: 132,130,129,133
1: 139,133,136,135
1: 135,138,133,131
1: 129,135,134,136
1: 135,138,133,139
1: 136,138,130,129
1: 136,138,130,135
1: 129,132,131,135
1: 131,136,133,132
1: 138,129,136,130
1: 135,129,131,138
1: 131,133,130,129
1: 136,138,132,137
1: 134,137,133,138
1: 139,135,133,136
1: 139,138,137,136
1: 131,132,134,139
1: 131,132,134,133
1: 134,132,129,138
1: 132,129,138,134
1: 129,130,132,138
1: 132,129,138,139
1: 136,132,133,138
1: 131,129,133,139
1: 129,132,131,137
1: 135,136,138,139
1: 135,136,131,138
1: 129,134,130,131
1: 129,133,138,136
1: 129,135,138,134
1: 133,132,136,131
1: 134,133,138,129
1: 139,130,129,132
1: 137,129,130,134
1: 136,138,131,135
1: 133,132,130,139
1: 136,130,133,134
1: 131,133,139,138
1: 131,135,139,138
1: 132,135,129,130
1: 129,131,138,133
1: 129,131,138,139
1: 131,133,136,138
1: 129,133,139,131
1: 138,136,139,129
1: 129,130,137,136
1: 137,138,132,133
1: 139,131,129,136
1: 133,132,131,130
1: 134,132,133,131
1: 129,132,136,135
1: 139,135,138,129
1: 139,135,138,132
1: 130,139,129,138
1: 130,138,139,132
1: 131,132,137,136
1: 136,129,130,131
1: 129,133,139,132
1: 129,132,134,136
1: 137,134,136,138
1: 138,135,130,136
1: 138,136,135,139
1: 129,136,132,130
1: 129,139,138,135
1: 130,135,133,129
1: 131,132,129,136
1: 130,129,138,135
1: 134,131,132,135
1: 132,135,133,129
1: 134,132,130,136
1: 129,130,138,131
1: 129,136,130,131
1: 129,135,133,131
1: 139,133,134,135
1: 132,131,129,133
1: 137,132,133,130
1: 129,135,131,130
1: 129,134,132,131
1: 139,135,130,129
1: 129,135,131,132
1: 137,139,138,136
1: 133,131,134,136
1: 133,139,131,135
1: 129,130,136,137
1: 134,132,131,137
1: 129,131,134,130
1: 138,131,132,133
1: 138,131,132,129
1: 129,139,131,133
1: 131,129,139,133
1: 135,130,134,139
1: 131,138,133,136
1: 131,138,129,130
1: 132,135,129,137
1: 134,129,132,137
1: 132,137,131,129
1: 132,137,131,133
1: 136,132,131,135
1: 134,137,138,130
1: 133,129,130,136
1: 138,130,133,131
1: 129,131,134,136
1: 134,136,137,129
1: 134,136,137,133
1: 134,136,137,131
1: 129,131,134,132
1: 129,134,132,136
1: 136,135,129,130
1: 129,136,134,138
1: 134,135,137,129
1: 136,131,139,135
1: 130,129,134,137
1: 138,139,136,137
1: 131,129,138,137
1: 135,138,137,139
1: 138,129,133,131
1: 137,134,138,136
1: 133,131,129,132
1: 130,133,131,138
1: 129,133,136,139
1: 129,132,134,133
1: 131,134,135,139
1: 134,138,136,139
1: 136,129,132,138
1: 134,129,135,139
1: 132,129,139,137
1: 129,136,131,138
1: 136,131,134,138
1: 131,132,136,138
1: 133,135,137,132
1: 138,135,129,130
1: 129,137,130,132
1: 129,138,131,134
1: 136,131,135,129
1: 129,138,131,135
1: 129,138,131,133
1: 139,135,132,133
1: 136,134,131,133
1: 136,134,131,129
1: 129,139,134,137
1: 131,135,129,130
1: 130,132,129,131
1: 138,135,139,136
1: 138,137,135,136
1: 129,139,135,130
1: 136,129,139,135
1: 129,138,136,137
1: 129,131,138,136
1: 129,134,131,130
1: 129,134,131,133
1: 138,131,132,136
1: 129,132,130,136
1: 129,132,130,138
1: 136,129,132,131
1: 131,135,129,138
1: 138,137,134,136
1: 129,132,136,131
1: 139,130,135,138
1: 136,129,131,130
1: 129,137,133,132
1: 134,131,135,137
1: 136,132,134,138
1: 132,136,130,134
1: 130,129,133,135
1: 129,135,132,136
1: 131,129,130,139
1: 135,139,131,132
1: 129,132,133,138
1: 135,139,136,138
1: 129,139,135,138
1: 131,139,135,133
1: 130,129,136,138
1: 132,131,135,130
1: 136,138,139,131
1: 129,130,133,138
1: 133,131,136,132
1: 130,135,129,139
1: 131,139,134,129
1: 131,132,130,129
1: 133,129,136,139
1: 129,132,130,135
1: 136,138,134,139
1: 129,134,137,136
1: 129,134,137,138
1: 134,131,129,136
1: 133,132,129,139
1: 133,132,129,130
1: 133,129,130,131
1: 133,129,130,132
1: 134,131,129,137
1: 138,129,132,136
1: 133,129,132,130
1: 135,139,133,129
1: 134,135,130,136
1: 136,130,139,135
1: 134,135,129,139
1: 134,135,129,131
1: 129,138,136,132
1: 135,129,136,139
1: 135,129,136,130
1: 134,139,136,138
1: 129,132,135,131
1: 135,139,132,131
1: 133,138,134,131
1: 129,139,132,136
1: 133,129,136,134
1: 133,129,131,132
1: 129,133,136,130
1: 134,136,139,138
1: 138,130,139,135
1: 138,139,129,130
1: 134,129,130,138
1: 136,134,129,139
1: 135,129,139,137
1: 135,129,139,131
1: 131,133,129,137
1: 133,135,131,132
1: 130,134,129,136
1: 130,132,136,138
1: 131,137,133,139
1: 131,137,133,134
1: 135,129,130,137
1: 131,129,130,132
1: 131,138,132,133
1: 136,132,138,133
1: 139,131,132,138
1: 132,139,131,133
1: 131,134,132,135
1: 129,134,138,136
1: 129,133,135,138
1: 131,134,132,139
1: 133,136,131,132
1: 135,139,138,133
1: 131,132,129,134
1: 135,139,138,134
1: 136,129,138,132
1: 135,131,139,129
1: 134,137,132,133
1: 134,137,132,135
1: 134,137,132,131
1: 129,139,137,134
1: 133,132,134,131
1: 129,133,135,132
1: 129,134,135,136
1: 131,129,132,139
1: 129,133,135,131
1: 135,130,138,136
1: 137,139,136,135
1: 134,131,132,136
1: 130,139,135,138
1: 133,139,134,132
1: 129,132,133,137
1: 132,133,129,135
1: 132,133,129,139
1: 132,133,129,130
1: 132,129,139,133
1: 133,135,131,139
1: 135,132,133,136
1: 139,133,132,131
1: 129,130,132,139
1: 130,132,135,131
1: 129,131,139,130
1: 134,129,130,131
1: 135,131,138,136
1: 130,137,129,134
1: 129,136,138,132
1: 129,136,138,133
1: 130,135,137,133
1: 129,134,136,138
1: 134,137,136,129
1: 130,129,139,135
1: 130,129,139,131
1: 129,132,133,131
1: 132,133,136,135
1: 132,133,136,129
1: 129,134,135,130
1: 129,132,133,139
1: 132,133,136,131
1: 129,136,134,131
1: 137,134,133,131
1: 134,135,133,137
1: 131,129,135,136
1: 129,139,132,133
1: 129,131,133,134
1: 129,131,133,139
1: 137,134,131,132
1: 129,131,135,138
1: 129,135,132,133
1: 138,134,137,139
1: 132,133,135,131
1: 130,134,138,137
1: 132,133,134,137
1: 132,133,134,129
1: 131,129,136,135
1: 129,134,131,136
1: 132,129,131,139
1: 129,139,133,135
1: 135,129,130,131
1: 133,139,132,136
1: 132,131,129,136
1: 129,136,131,130
1: 129,136,132,134
1: 129,136,131,134
1: 129,136,131,132
1: 129,136,131,135
1: 131,138,135,139
1: 139,129,132,135
1: 134,129,136,132
1: 137,133,131,134
1: 137,136,129,134
1: 132,129,130,131
1: 131,136,133,130
1: 137,129,132,130
1: 129,138,139,130
1: 129,131,132,136
1: 138,137,139
1: 137,139,131
1: 137,133,132
1: 137,133,139
1: 139,132,137
1: 139,132,131
1: 130,134,132
1: 129,135,132
1: 133,130,131
1: 134,139,129
1: 134,139,132
1: 134,139,135
1: 129,134,133
1: 133,130,139
1: 138,139,134
1: 138,139,131
1: 138,139,133
1: 136,139,132
1: 136,139,135
1: 136,139,133
1: 136,139,129
1: 129,139,138
1: 130,131,136
1: 139,132,133
1: 135,131,130
1: 129,133,139
1: 129,134,131
1: 138,135,139
1: 131,136,139
1: 130,136,138
1: 136,135,139
1: 138,134,137
1: 138,134,133
1: 133,129,135
1: 139,137,136
1: 133,138,129
1: 133,129,138
1: 130,135,131
1: 130,135,134
1: 130,135,139
1: 135,129,137
1: 129,134,139
1: 135,137,130
1: 129,133,136
1: 130,139,131
1: 131,137,136
1: 131,137,138
1: 138,133,131
1: 136,132,130
1: 130,136,129
1: 135,132,139
1: 132,129,136
1: 133,134,132
1: 129,138,137
1: 129,138,133
1: 135,136,138
1: 138,130,135
1: 138,130,129
1: 131,137,134
1: 137,134,133
1: 133,130,132
1: 137,134,130
1: 132,137,136
1: 131,134,133
1: 133,139,138
1: 132,131,138
1: 135,131,138
1: 138,136,130
1: 139,136,135
1: 138,136,129
1: 138,132,131
1: 138,136,132
1: 139,134,135
1: 136,133,134
1: 131,133,138
1: 129,133,134
1: 130,131,132
1: 130,131,129
1: 138,131,129
1: 138,131,135
1: 132,134,133
1: 132,134,135
1: 131,134,137
1: 134,137,130
1: 134,137,132
1: 132,136,139
1: 132,136,133
1: 139,138,137
1: 131,134,136
1: 131,134,138
1: 136,135,129
1: 135,130,133
1: 131,135,138
1: 139,133,137
1: 139,133,132
1: 137,130,134
1: 138,129,136
1: 131,130,132
1: 138,129,139
1: 136,132,138
1: 138,129,135
1: 130,133,138
1: 138,131,136
1: 137,129,138
1: 133,132,138
1: 133,132,136
1: 130,132,137
1: 136,134,139
1: 136,134,133
1: 133,138,131
1: 133,138,137
1: 137,132,139
1: 139,137,132
1: 132,131,137
1: 137,132,133
1: 139,131,135
1: 139,131,132
1: 129,137,130
1: 131,130,134
1: 131,130,137
1: 132,130,133
1: 132,130,135
1: 131,139,134
1: 131,138,136
1: 134,130,138
1: 134,133,138
1: 136,130,135
1: 137,134,132
1: 136,129,135
1: 136,133,138
1: 132,138,137
1: 133,135,132
1: 133,135,130
1: 130,134,129
1: 133,139,137
1: 138,135,129
1: 130,139,135
1: 130,139,136
1: 130,139,138
1: 130,129,132
1: 129,136,133
1: 129,138,132
1: 130,139,132
1: 134,131,135
1: 134,131,129
1: 134,132,137
1: 134,132,129
1: 134,132,135
1: 137,136,138
1: 131,136,135
1: 134,130,135
1: 139,129,131
1: 139,129,132
1: 139,135,129
1: 135,139,134
1: 132,130,129
1: 136,131,130
1: 136,131,137
1: 136,131,134
1: 136,131,129
1: 134,132,130
1: 139,135,134
1: 139,135,133
1: 139,135,130
1: 133,134,131
1: 131,129,134
1: 133,136,130
1: 136,130,134
1: 132,139,131
1: 132,139,134
1: 135,136,131
1: 137,129,130
1: 132,135,138
1: 133,135,131
1: 130,136,134
1: 134,139,136
1: 132,134,136
1: 132,134,138
1: 133,131,134
1: 138,130,139
1: 130,133,132
1: 130,132,131
1: 130,132,129
1: 130,132,135
1: 132,137,131
1: 133,129,139
1: 135,130,132
1: 135,134,136
1: 129,136,135
1: 131,139,130
1: 138,130,136
1: 137,138,136
1: 137,129,134
1: 137,131,135
1: 137,131,132
1: 136,138,134
1: 136,138,137
1: 136,138,131
1: 135,138,129
1: 135,137,139
1: 133,135,129
1: 139,138,136
1: 138,139,136
1: 134,131,138
1: 135,133,129
1: 135,138,133
1: 135,133,131
1: 135,133,139
1: 130,134,137
1: 135,133
1: 136,137
1: 131,130
1: 130,137
1: 138,137
1: 138,134
1: 137,129
1: 137,133
1: 137,132
1: 132,134
1: 132,130
1: 130,139
1: 139,136
1: 135,130
1: 139,137
1: 130,131
1: 142,143,141,140,146,147,144,148,149,145
1: 141,142,143,147,140,144,146,148,149,145
1: 146,141,142,143,144,148,149,147,145,140
1: 141,140,144,146,142,143,148,147,149,145
1: 144,148,140,147,146,149,141,142,143,145
1: 144,140,143,141,149,142,148,146,145,147
1: 145,141,149,144,146,142,140,147,148,143
1: 147,149,145,144,146,140,141,142,143,148
1: 146,141,142,143,144,145,147,148,149,140
1: 140,144,147,146,149,141,148,145,143,142
1: 146,148,145,140,141,142,147,143,149,144
1: 142,143,141,144,148,140,146,145,147,149
1: 140,143,142,144,146,149,141,147,148,145
1: 144,140,147,149,141,146,142,148,145,143
1: 142,148,143,141,146,140,145,147,149,144
1: 148,141,142,143,144,140,145,149,146,147
1: 149,145,140,141,142,147,143,146,148,144
1: 140,143,144,146,148,147,145,149,141,142
1: 144,142,141,143,140,147,145,146,149,148
1: 142,141,143,140,147,146,149,148,144,145
1: 141,142,143,146,145,147,149,144,148,140
1: 143,141,142,144,146,148,140,149,147,145
1: 145,143,142,141,144,146,147,148,140,149
1: 143,144,140,142,148,146,149,145,141,147
1: 143,142,141,144,146,140,148,145,147,149
1: 144,141,142,147,146,149,148,140,145,143
1: 141,142,143,146,144,140,147,149,148,145
1: 146,140,141,142,147,143,148,149,145,144
1: 140,141,143,142,144,147,146,148,145,149
1: 144,140,146,147,141,142,143,148,145,149
1: 140,147,144,148,146,142,145,143,141,149
1: 143,141,142,146,145,140,149,147,144,148
1: 144,149,140,141,142,148,143,147,145,146
1: 140,144,148,145,149,146,147,141,142,143
1: 144,146,149,140,141,147,148,145,143,142
1: 144,140,141,148,149,145,147,142,143,146
1: 140,146,144,148,145,147,149,143,141,142
1: 140,141,142,143,148,144,146,149,147,145
1: 140,146,149,143,141,142,147,145,148,144
1: 143,141,142,140,148,146,144,147,145,149
1: 140,142,147,148,145,143,149,146,141,144
1: 144,142,141,146,143,145,148,147,149,140
1: 141,142,140,148,143,147,144,146,149,145
1: 140,141,142,147,146,144,149,148,143,145
1: 145,149,140,148,147,146,144,141,142,143
1: 140,147,146,145,143,141,148,142,149,144
1: 144,145,149,141,146,142,148,147,143,140
1: 140,146,143,141,147,144,149,142,148,145
1: 147,140,144,148,146,141,142,143,149,145
1: 142,143,144,140,146,141,148,147,149,145
1: 141,142,144,143,146,147,148,145,140,149
1: 141,142,146,140,147,145,143,149,144,148
1: 140,146,145,149,144,147,148,141,142,143
1: 143,141,142,144,148,146,147,149,145,140
1: 141,143,148,142,140,149,146,147,145,144
1: 143,144,140,148,141,147,142,149,145,146
1: 147,148,146,144,145,143,149,140,141,142
1: 140,144,146,143,141,142,148,149,147,145
1: 141,142,143,149,147,145,148,146,144,140
1: 140,144,147,146,141,142,149,148,143,145
1: 144,148,149,145,140,147,146,141,142,143
1: 142,145,141,140,149,146,147,148,143,144
1: 143,142,141,146,149,140,147,148,145,144
1: 140,142,141,143,149,147,146,145,148,144
1: 140,149,141,142,147,144,146,148,145,143
1: 144,146,147,148,145,143,142,141,140,149
1: 140,141,143,146,142,147,144,148,145,149
1: 140,142,141,143,148,146,144,149,147,145
1: 148,140,147,146,145,149,143,142,141,144
1: 140,146,145,149,147,143,142,141,144,148
1: 144,147,146,141,148,143,140,149,142,145
1: 144,140,149,147,146,141,142,148,143,145
1: 144,149,146,141,140,147,142,145,148,143
1: 140,148,146,149,144,141,142,147,145,143
1: 142,141,143,146,140,145,149,147,148,144
1: 144,140,149,142,147,148,145,143,146,141
1: 140,141,142,143,146,149,147,148,145,144
1: 140,148,144,146,145,143,141,142,147,149
1: 144,148,140,141,142,147,143,145,149,146
1: 141,144,140,143,147,142,148,149,146,145
1: 140,147,144,146,148,145,149,142,141,143
1: 143,148,145,142,147,140,141,146,149,144
1: 143,145,142,141,146,140,149,147,148,144
1: 143,141,140,148,144,146,149,147,145,142
1: 142,141,146,147,148,145,143,140,149,144
1: 144,142,141,146,149,140,147,145,148,143
1: 140,146,147,144,148,141,142,143,149,145
1: 144,147,141,143,146,140,149,142,148,145
1: 140,142,141,144,147,146,149,148,145,143
1: 147,144,149,146,142,143,145,148,141,140
1: 142,143,141,147,140,146,145,148,149,144
1: 140,143,141,142,146,144,149,147,148,145
1: 140,141,142,147,143,146,144,148,145,149
1: 140,142,141,146,143,147,149,144,145,148
1: 145,146,140,144,143,141,142,147,148,149
1: 140,148,144,146,147,149,145,141,142,143
1: 147,140,146,144,143,141,142,148,145,149
1: 144,140,148,146,147,143,142,141,145,149
1: 140,144,146,147,141,142,143,148,145,149
1: 141,142,143,144,146,148,140,147,149,145
1: 147,144,145,148,143,142,141,140,149,146
1: 144,146,140,148,147,149,141,142,143,145
1: 148,140,147,144,146,141,149,145,142,143
1: 142,144,140,143,146,149,141,147,145,148
1: 140,148,147,142,141,145,143,146,149,144
1: 141,140,149,146,144,147,142,148,145,143
1: 143,141,140,146,147,142,144,148,145,149
1: 145,140,141,142,147,148,143,149,146,144
1: 140,149,141,146,145,148,143,147,142,144
1: 144,140,148,141,142,143,147,145,149,146
1: 140,143,144,141,142,148,146,145,147,149
1: 142,143,141,146,145,144,149,148,147,140
1: 141,145,143,147,149,146,140,142,148,144
1: 148,143,144,146,142,141,147,140,149,145
1: 144,140,147,148,145,143,142,141,149,146
1: 141,142,143,147,146,140,144,148,149,145
1: 141,142,143,146,140,148,144,149,147,145
1: 148,145,147,140,149,146,144,141,142,143
1: 143,142,141,146,140,149,148,147,145,144
1: 149,145,147,148,144,146,140,141,142,143
1: 144,141,148,143,146,142,147,145,149,140
1: 140,147,148,143,146,142,141,144,149,145
1: 142,141,143,140,146,147,144,149,148,145
1: 140,148,143,142,141,147,149,146,144,145
1: 145,147,142,141,143,144,146,140,149,148
1: 141,142,143,144,146,140,147,148,149,145
1: 143,142,141,146,147,144,140,148,145,149
1: 140,144,148,146,147,149,141,142,145,143
1: 142,141,143,146,147,145,148,144,149,140
1: 143,144,141,148,142,147,146,149,140,145
1: 143,147,140,146,144,149,141,142,148,145
1: 146,149,141,142,147,148,143,145,140,144
1: 148,147,144,143,145,149,146,141,142,140
1: 145,148,143,147,142,141,140,149,146,144
1: 149,147,145,140,146,148,144,141,142,143
1: 140,143,142,146,147,141,145,148,149,144
1: 144,140,149,147,148,142,141,146,145,143
1: 144,149,146,141,142,140,147,148,145,143
1: 144,140,148,147,143,141,142,149,146,145
1: 145,141,146,142,143,140,148,147,149,144
1: 149,145,146,147,143,141,142,144,148,140
1: 147,146,140,148,141,142,143,149,144,145
1: 140,147,148,145,144,146,149,141,143,142
1: 142,141,143,140,144,148,146,149,147,145
1: 140,141,142,143,147,145,146,149,148,144
1: 146,147,140,142,141,143,145,148,144,149
1: 143,142,141,147,140,149,146,148,144,145
1: 149,146,141,145,143,147,142,144,140,148
1: 144,148,143,146,140,141,142,147,149,145
1: 144,140,146,147,145,149,148,143,141,142
1: 145,140,146,144,147,148,143,142,141,149
1: 145,147,149,148,143,141,142,140,144,146
1: 146,143,142,141,140,144,148,147,145,149
1: 143,144,140,142,141,146,149,148,147,145
1: 140,144,147,146,143,141,142,149,148,145
1: 141,140,149,146,144,142,147,148,145,143
1: 140,143,144,146,149,147,148,145,141,142
1: 142,141,140,149,146,144,147,148,145,143
1: 143,142,141,140,146,145,147,148,149,144
1: 142,141,143,140,148,146,149,145,144,147
1: 149,142,141,143,146,140,144,147,145,148
1: 142,143,141,140,144,146,147,148,149,145
1: 141,142,143,144,140,149,148,145,146,147
1: 140,144,145,142,141,146,149,148,143,147
1: 148,143,145,142,141,140,146,144,147,149
1: 143,142,141,145,149,140,147,148,144,146
1: 144,140,148,141,142,147,146,143,145,149
1: 141,140,143,142,146,147,149,148,144,145
1: 149,141,148,143,140,142,145,146,144,147
1: 143,142,146,147,141,149,140,145,148,144
1: 140,145,149,147,144,146,148,141,142,143
1: 143,142,141,146,147,145,140,149,148,144
1: 145,142,140,141,146,148,143,144,149,147
1: 147,146,145,143,141,142,149,148,144,140
1: 144,146,148,147,141,142,143,140,145,149
1: 146,140,147,144,145,143,141,142,149,148
1: 147,144,141,143,148,142,146,149,140,145
1: 140,146,149,147,148,145,141,142,143,144
1: 146,140,142,143,141,144,149,148,147,145
1: 140,144,148,147,146,141,142,143,149,145
1: 141,140,144,143,146,149,142,147,148,145
1: 149,147,145,140,143,148,141,142,146,144
1: 140,144,147,148,146,145,141,142,143,149
1: 141,142,146,143,140,144,149,147,148,145
1: 140,144,141,142,147,148,143,149,146,145
1: 142,140,148,146,147,149,143,141,144,145
1: 140,148,143,141,142,144,146,149,147,145
1: 140,141,144,142,147,148,143,145,149,146
1: 144,141,142,143,146,148,147,140,145,149
1: 141,142,143,144,140,146,149,147,148,145
1: 142,141,140,143,147,145,146,148,144,149
1: 144,148,142,141,146,143,140,149,147,145
1: 148,140,147,144,146,145,143,149,141,142
1: 140,141,142,143,147,146,145,148,149,144
1: 140,144,146,147,148,149,141,145,143,142
1: 140,141,142,143,148,149,146,144,145,147
1: 144,149,146,141,142,140,148,147,145,143
1: 143,141,142,144,140,147,148,149,146,145
1: 141,142,143,149,146,144,147,148,145,140
1: 140,147,146,148,143,141,142,144,145,149
1: 143,142,141,147,146,140,145,149,148,144
1: 140,147,146,144,149,148,145,141,142,143
1: 142,144,141,140,148,143,146,149,147,145
1: 143,148,147,141,146,142,140,149,145,144
1: 144,146,149,147,142,148,141,140,145,143
1: 148,144,140,146,141,143,142,147,149,145
1: 140,144,146,143,142,141,147,148,145,149
1: 141,142,143,147,140,146,149,144,148,145
1: 142,143,141,149,148,144,146,147,145,140
1: 144,140,147,146,148,145,149,141,142,143
1: 146,147,140,148,141,144,149,142,145,143
1: 140,148,143,142,141,144,149,146,147,145
1: 143,142,141,140,149,146,147,148,145,144
1: 140,144,147,148,143,146,142,141,149,145
1: 143,142,141,145,140,147,146,149,148,144
1: 140,144,143,141,148,146,142,149,147,145
1: 142,147,148,146,141,143,140,149,144,145
1: 140,147,148,145,149,146,144,141,142,143
1: 140,144,148,143,141,142,146,147,145,149
1: 144,149,143,142,141,148,146,140,147,145
1: 143,145,141,142,146,149,147,148,144,140
1: 144,140,141,142,148,143,145,149,146,147
1: 140,144,146,147,148,149,141,142,143,145
1: 143,146,141,142,147,140,149,145,148,144
1: 142,141,143,147,146,140,148,145,149,144
1: 141,143,142,145,140,148,146,149,147,144
1: 140,144,147,148,146,149,145,141,142,143
1: 140,144,147,143,141,142,146,145,148,149
1: 143,142,141,140,146,148,144,147,149,145
1: 143,141,142,144,148,146,147,140,145,149
1: 140,147,145,148,149,146,144,141,142,143
1: 144,147,141,142,143,146,140,145,148,149
1: 143,140,144,148,142,141,146,149,147,145
1: 145,140,146,149,143,147,141,142,144,148
1: 141,142,140,143,145,148,147,149,146,144
1: 146,145,149,143,141,142,147,140,144,148
1: 144,149,141,142,143,146,147,148,145,140
1: 143,142,141,140,146,144,148,145,149,147
1: 143,141,142,149,145,147,140,148,144,146
1: 140,144,143,141,147,146,142,149,148,145
1: 145,140,143,149,146,141,142,147,148,144
1: 143,142,141,144,140,147,145,148,146,149
1: 140,149,146,144,148,145,147,143,142,141
1: 143,145,140,142,141,147,148,144,146,149
1: 140,144,145,143,146,149,141,147,142,148
1: 144,141,142,143,149,146,140,147,148,145
1: 141,142,143,144,140,147,148,146,149,145
1: 141,142,149,140,147,144,146,148,143,145
